label,url,filepath,width,height
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTElmRMb--tIvnjiu4fExlGl7a4OqUaiROoHQ&s,image_dataset/Dogs/Dogs_29.jpg,251,201
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqhDVutdNnT3j4k-DIpUKR5t9ZwpBQhiZMYQ&s,image_dataset/Dogs/Dogs_30.jpg,225,225
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7r5t-D94SjSD4UGcumwS_0c_2uQ011f_Y4g&s,image_dataset/Dogs/Dogs_31.jpg,225,225
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZH26g79j-cG04WwvfSD5HWB1QdHcSn83_2Q&s,image_dataset/Dogs/Dogs_32.jpg,275,183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAszCUKORNxaWWe_uJJ5P1pOjuNNQ0HivTww&s,image_dataset/Dogs/Dogs_33.jpg,225,225
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_YGCoSf-zqAk5_xidYxdpx8DnJZSdRpoDUw&s,image_dataset/Dogs/Dogs_34.jpg,194,259
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5QzBsby70kovekExRE6utbb22IDSvQCQg7g&s,image_dataset/Dogs/Dogs_35.jpg,259,194
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9hp4z8CwrfiDb0wHITSgyURWzU3yOhqvnkA&s,image_dataset/Dogs/Dogs_36.jpg,300,168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScErvHoX8UrZTK2iKlCxgt64k2Gf5e3vCVsw&s,image_dataset/Dogs/Dogs_37.jpg,300,168
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLAIqWvnhkb-alWcOrQEjSaoxFqesHHJLngQ&s,image_dataset/Dogs/Dogs_38.jpg,275,183
Dogs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnZ8ml5zHmKFTnAhZ-lVJvvB2UvC8ONWifEg&s,image_dataset/Dogs/Dogs_39.jpg,235,215
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWunbxW8vvQAHzUNp8FjLoYUneCn78JpNbndtsuJob-G0CoXmF3gcRD_n7&s,image_dataset/Birds/Birds_1.jpg,64,46
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuaDGHze6KftsR5ZM23KUBkUMOnQiNgguRWA&s,image_dataset/Birds/Birds_2.jpg,187,269
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5GDVLlVf6M_ovc0_TtrOCtShgkKgGhgz14w&s,image_dataset/Birds/Birds_3.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFlRRcQHBgUpcYEmP4jxU0W9YPpGhl8YYP9A&s,image_dataset/Birds/Birds_4.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdosXnBbND7vUe_0LjH1uplTJEKoYJr28DZw&s,image_dataset/Birds/Birds_5.jpg,217,233
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIJYKVRKqVrdEXFafDBh1rbbEALCkGcv9vug&s,image_dataset/Birds/Birds_6.jpg,205,246
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7jvw7iCtQwTarRSbAylv7SG6kfOIGayinAA&s,image_dataset/Birds/Birds_7.jpg,266,190
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfl_J2GoHVR7BOEbeUgc1SQq4TQPXFB85RmQ&s,image_dataset/Birds/Birds_8.jpg,259,194
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShwFpufPryVZMkNlv46myC77ASGrOfbVbRGw&s,image_dataset/Birds/Birds_9.jpg,152,330
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4QrIRlav7ziqppp3LOU9_3PjRz2LyvGkUNw&s,image_dataset/Birds/Birds_10.jpg,300,168
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuRFYp6IW0ouSHWNGm496AI8OJatz1q2xo6w&s,image_dataset/Birds/Birds_11.jpg,318,159
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OTbgVRx8qzFBUTmmjUF6mrerqOFMelD0SQ&s,image_dataset/Birds/Birds_12.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSya-fz1zZe9jtD1s3C1u64J86MMEakdvW5OQ&s,image_dataset/Birds/Birds_13.jpg,289,174
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJoHjhYgVSAl1CuDyv24gbkBPZlQ65Yp8nQg&s,image_dataset/Birds/Birds_14.jpg,317,159
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7oW7HpiTQof9LzgYaWVi5J9hlSw57Ii-Cww&s,image_dataset/Birds/Birds_15.jpg,192,262
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR99Ouln-2y_-4w8dnGSymMiY3YN-rm-KUq9Q&s,image_dataset/Birds/Birds_16.jpg,320,157
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm1UgdGtuMpvd4J4wTHz0tfja5AfZ5ai-C4A&s,image_dataset/Birds/Birds_17.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1utg79cmV0_sVGzxWibxH1d0kFG8f9Hq_IA&s,image_dataset/Birds/Birds_18.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuPZ7AhmA1FAHDPGjx9JBCuBSxNNEjGtql5A&s,image_dataset/Birds/Birds_19.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQf4qtW6wXxY8yzT9sCnjEpAqDAo-69_2vTxQ&s,image_dataset/Birds/Birds_20.jpg,266,190
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPpNmGHFugk-l7TzJ3Q-7hEIVcYHezYUHYAA&s,image_dataset/Birds/Birds_21.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFQxFmFJvgAJgFmyEnSuoWUXtZlAqmPPymUA&s,image_dataset/Birds/Birds_22.jpg,190,265
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwaPBqyhCyCluG2J94V5Zl2w83CkAb0IgoP2qQWxY1&s=0,image_dataset/Birds/Birds_23.jpg,50,50
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREXq5kaIemeiXHeloFeQQOsKBUsuhhr3yV4t19l0VrDj98xjDF6B-p&s=0,image_dataset/Birds/Birds_24.jpg,50,50
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgOy2cjbZaozycleb6cOmwqSHN-YUuxBHcLgfQzfjr-19zWt-pXzdE&s=0,image_dataset/Birds/Birds_25.jpg,50,50
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkefLqa208dm38vo54ZN1Xv_5jLQjMp5zUmQ&s,image_dataset/Birds/Birds_26.jpg,273,185
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyPfGnpmov8CmOCBeE-h29WZwMr1yi3kglcg&s,image_dataset/Birds/Birds_27.jpg,199,253
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqJSQMfhdPlth_qtLhv4nroFjNPSIQbtjBiA&s,image_dataset/Birds/Birds_28.jpg,235,214
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReKs4RGyfIy3f2iz6XT1Vq4aced5fiSVi79Q&s,image_dataset/Birds/Birds_29.jpg,300,168
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmG0TRUzf4ZHGYSfDMy5Wu94N-zM3L6SxcTw&s,image_dataset/Birds/Birds_30.jpg,273,184
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnjafBc0QbIbWoq1qCnQgClFv-6zc1UZ6nZg&s,image_dataset/Birds/Birds_31.jpg,287,176
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBInldtdw-EiFCyIemZFNczea1T9SPYSJBeA&s,image_dataset/Birds/Birds_32.jpg,256,197
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg1SF0llNDbhBsq5XnCSEh7hm7Ir83bXCpqg&s,image_dataset/Birds/Birds_33.jpg,274,184
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-X8IOcxnna1FVniQX8rOMUa513GnzVHT6rA&s,image_dataset/Birds/Birds_34.jpg,275,183
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQe8Pgq8KNHOYUpRN012I3Wo_KNwgIuiqvV7A&s,image_dataset/Birds/Birds_35.jpg,180,280
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQD88L6nXC8T50WaqTGIB845V5GhUbcg3Bw9w&s,image_dataset/Birds/Birds_36.jpg,258,195
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYTydNg2aVjZgC2dFe4yUKLzbVLvjRmCrxcg&s,image_dataset/Birds/Birds_37.jpg,255,197
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStXxSZOQK8KvVK3SZh2PnRqqxG4VF_o4uGDw&s,image_dataset/Birds/Birds_38.jpg,201,251
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-SoMLfGngLOXaMGNwt084FgS8WDbZhS5Tzw&s,image_dataset/Birds/Birds_39.jpg,278,181
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV6nlfk6r0PvD_OqZq7-R4YehZUvHmDmL4Qw&s,image_dataset/Birds/Birds_40.jpg,300,168
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyjXwhFgTmZV6xbV2mzuoEO0JzwDdI48kTbg&s,image_dataset/Birds/Birds_41.jpg,300,168
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPVFdZd8PLc4TvHBiPqay5RKnB9_zM68BlsQ&s,image_dataset/Birds/Birds_42.jpg,290,174
Birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFZmQzLuG38qhUpSE0qn8Q3FCPFkRUDuFmSA&s,image_dataset/Birds/Birds_43.jpg,275,183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0hVWYvOpqVoZW0PbbbT9redzdxbOq03fCcFkYECzMdJatUdBhgvH4BchM&s,image_dataset/Cars/Cars_1.jpg,82,46
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIQzi5lG7IHr5qG_f38_aFNFyPkdiMKijZjrwcgS4oC9z1enhfd5xTpojE&s,image_dataset/Cars/Cars_2.jpg,82,46
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNsDMgHYX4kZ4SpCvZSsYUWmwKy-1DHgSQuw&s,image_dataset/Cars/Cars_3.jpg,223,226
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQtt2-lX16Ln2LRCsqRGyZW4OE0zt5dTsOcg&s,image_dataset/Cars/Cars_4.jpg,318,159
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVYFJsfrJCptPvmRiJmlbW5y-0ttRXFBn37Q&s,image_dataset/Cars/Cars_5.jpg,300,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAMAwZr1d7pdZKOmrb1RhaXT-35s8GmX6R6Q&s,image_dataset/Cars/Cars_6.jpg,300,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJro0A1CWbPg_negbklIsCGvncchxIOLTlQA&s,image_dataset/Cars/Cars_7.jpg,300,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbNcWrULFV58WQ5lJdCKHk_U_nwNQ48BqeSw&s,image_dataset/Cars/Cars_8.jpg,287,175
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbuWFoz2F1WNXKgn9XIFAj7V2oXrglj4MeyQ&s,image_dataset/Cars/Cars_9.jpg,276,183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3hTmQdcyCcrxF5aRpfbfIKyt4n2o0DyMMjg&s,image_dataset/Cars/Cars_10.jpg,300,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRr8yyy1744zIOGf1rfzcvVhG-NKZKYK63xg&s,image_dataset/Cars/Cars_11.jpg,300,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLQfHY0cprogIZFWu7Czadycu6Z9Cdhw2J_A&s,image_dataset/Cars/Cars_12.jpg,275,183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSCQEl6aEQZkYEE3A9G0DTJMpnAQYyj-hv1g&s,image_dataset/Cars/Cars_13.jpg,278,181
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRl0GURvw-_0QbEltAiWlzbhcHyaXiXgjL3kw&s,image_dataset/Cars/Cars_14.jpg,300,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ7mmKIY4vorFjQnDh1BFq3zYpcvY-p2KKdQ&s,image_dataset/Cars/Cars_15.jpg,275,183
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxQkpU20AwxVDvOBRfTjZ5f-WArJVT6IQS4A&s,image_dataset/Cars/Cars_16.jpg,300,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUgjEkOVDijOHaV_HFzagnuzm_LNrN51qYqQ&s,image_dataset/Cars/Cars_17.jpg,299,168
Cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7tsaP7iOYvbDCzmcrV7wj5hDJ62ulwQkDsg&s,image_dataset/Cars/Cars_18.jpg,225,225
